timestamp,sys,dia,pr
2025-05-18T16:32:51.942030,,,
2025-05-18T16:32:54.085991,,,
2025-05-18T16:32:56.120918,,,
2025-05-18T16:32:58.277448,,,
2025-05-18T16:33:00.281573,,,
2025-05-18T16:33:02.413480,,,
2025-05-18T16:33:04.479473,,,
2025-05-18T16:33:06.644950,,,
2025-05-18T16:33:08.693291,,,
2025-05-18T16:33:10.795844,,,
2025-05-18T16:33:12.909677,,,
2025-05-18T16:33:15.068737,,,
2025-05-18T16:33:17.227883,,,
2025-05-18T16:33:19.388789,,,
2025-05-18T16:33:21.547674,,,
2025-05-18T16:33:23.707800,,,
2025-05-18T16:33:25.867879,,,
2025-05-18T16:33:27.941490,,,
2025-05-18T16:33:30.053959,,,
2025-05-18T16:33:32.170170,,,
2025-05-18T16:33:34.284633,,,
2025-05-18T16:33:36.353627,,,
2025-05-18T16:33:38.469772,,,
2025-05-18T16:33:40.630207,,,
2025-05-18T16:33:42.789578,,,
2025-05-18T16:33:44.951655,,,
2025-05-18T16:33:47.019714,,,
2025-05-18T16:33:49.134134,,,
2025-05-18T16:33:51.249611,,,
